LFW,Simple,Complex,Class,Rhyme,Tone,Subrhyme,Initial,Medial,Vowel,Cycle,Nasal/w,Prime,Grade,Variant,Notes
L4831,my,2my1,I,28,2,25,m,,y,,,,I,,
L4832,tshe,1tshe4,VI,37,1,36,tsh,,e,,,,IV,,
L4833,phy,2phy1,I,28,2,25,ph,,y,,,,I,,
L4834,nu,2nuq4,III,62,2,52,n,,u,q,,,IV,,
L4835,er,1er4,VIII,79,1,74,Ø,,e,r,,,IV,,
L4836,gha,1ghaq1,VIII,66,1,63,gh,,a,q,,,I,,
L4837,chha,1chha2,VII,18,1,18,chh,,a,,,,II,,
L4838,phy,2phy1,I,28,2,25,ph,,y,,,,I,,
L4839,so,1so4,VI,53,1,51,s,,o,,,,IV,,
L4840,su,2su4,VI,3,2,3,s,,u,,,,IV,,
L4841,de,2de4,III,37,2,33,d,,e,,,,IV,,
L4842,phy,2phy1,I,28,2,25,ph,,y,,,,I,,
L4843,sy,1syq4,VI,72,1,69,s,,y,q,,,IV,,
L4844,min,1min4,I,16,1,16,m,,i,,n,,IV,,
L4845,lu,1lu1,IX,1,1,1,l,,u,,,,I,,
L4846,khu,1khu'4,V,7,1,7,kh,,u,,,',IV,,
L4847,ngwi,2ngwi1,V,8,2,7,ng,w,i,,,,I,,
L4848,ghan,1ghan1,VIII,25,1,24,gh,,a,,n,,I,,
L4849,nu,1nu4,III,3,1,3,n,,u,,,,IV,,
L4850,lwu,1lwuq1,IX,61,1,58,l,w,u,q,,,I,,
L4851,ba,2ba2,I,18,2,15,b,,a,,,,II,,
L4852,khy,1khy2,V,29,1,28,kh,,y,,,,II,,
L4853,gar,1gar'1,V,88,1,83,g,,a,r,,',I,,
L4854,nwy,2nwy4,III,31,2,28,n,w,y,,,,IV,,
L4855,dze,2dze4,VI,37,2,33,dz,,e,,,,IV,,
L4856,te,2te4,III,37,2,33,t,,e,,,,IV,,
L4857,y,2y4,VIII,31,2,28,Ø,,y,,,,IV,,
L4858,jwa,1jwa'3,VII,21,1,21,j,w,a,,,',III,,
L4859,to,2to1,III,51,2,42,t,,o,,,,I,,
L4860,shi,1shi3,VII,10,1,10,sh,,i,,,,III,,
L4861,zo,2zoq4,IX,75,2,64,z,,o,q,,,IV,,
L4862,la,2la'3,IX,21,2,18,l,,a,,,',III,L4951,
L4863,ghwa,1ghwa1,VIII,17,1,17,gh,w,a,,,,I,L4943,
L4864,je,2je3,VII,36,2,32,j,,e,,,,III,L4944,
L4865,che,1che3,VII,36,1,35,ch,,e,,,,III,,
L4866,ke,1ke2,V,35,1,34,k,,e,,,,II,,
L4867,shyr,1shyr3,VII,92,1,86,sh,,y,r,,,III,,
L4868,gi,2gi'4,V,14,2,12,g,,i,,,',IV,,
L4869,ky,1ky4,V,31,1,30,k,,y,,,,IV,,
L4870,mi,2mi1,I,8,2,7,m,,i,,,,I,,
L4871,ngyr,1ngyr1,V,90,1,84,ng,,y,r,,,I,,
L4872,len,2len3,IX,43,2,37,l,,e,,n,,III,,
L4873,len,2len3,IX,43,2,37,l,,e,,n,,III,,
L4874,lon,2lon1,IX,56,2,47,l,,o,,n,,I,,
L4875,bu,2bu4,I,3,2,3,b,,u,,,,IV,,
L4876,jy,1jy3,VII,30,1,29,j,,y,,,,III,,
L4877,tswar,1tswar1,VI,85,1,80,ts,w,a,r,,,I,,
L4878,lhu,1lhuq4,IX,62,1,59,lh,,u,q,,,IV,,
L4879,ngyr,1ngyr1,V,90,1,84,ng,,y,r,,,I,,
L4880,ryr,2ryr1,IX,90,2,76,r,,y,r,,,I,,
L4881,zhyr,1zhyr3,IX,92,1,86,zh,,y,r,,,III,,
L4882,zhyr,1zhyr3,IX,92,1,86,zh,,y,r,,,III,,
L4883,ar,2ar4,VIII,87,2,74,Ø,,a,r,,,IV,,
L4884,ni,2ni4,III,11,2,10,n,,i,,,,IV,,
L4885,jy,0jyq3,VII,72,0,?,j,,y,q,,,III,,
L4886,che,1che3,VII,36,1,35,ch,,e,,,,III,,
L4887,tshwew,1tshwew1,VI,44,1,43,tsh,w,e,,w,,I,,
L4888,tsi,1tsi4,VI,11,1,11,ts,,i,,,,IV,,
L4889,jwy,1jwy4,VII,31,1,30,j,w,y,,,,IV,,Grade IV j-!
L4890,chhwew,2chhwew3,VII,46,2,40,chh,w,e,,w,,III,,
L4891,ta,2taq1,III,66,2,56,t,,a,q,,,I,,
L4892,kwe,1kweq2,V,63,1,60,k,w,e,q,,,II,,
L4893,vy,1vy3,II,30,1,29,v,,y,,,,III,,
L4894,mo,1mo4,I,53,1,51,m,,o,,,,IV,,
L4895,lwe,1lweq3,IX,64,1,61,l,w,e,q,,,III,,
L4896,chy,2chy2,VII,29,2,26,ch,,y,,,,II,,
L4897,lon,1lon3,IX,58,1,56,l,,o,,n,,III,,
L4898,zir,2zir4,IX,84,2,72,z,,i,r,,,IV,,
L4899,kwi,1kwi2,V,9,1,9,k,w,i,,,,II,,
L4900,ghe,2gheq2,VIII,63,2,53,gh,,e,q,,,II,,
L4901,dy,2dy4,III,31,2,28,d,,y,,,,IV,,
L4902,ngwu,1ngwu'1,V,5,1,5,ng,w,u,,,',I,,
L4903,khu,1khu1,V,1,1,1,kh,,u,,,,I,,
L4904,mer,2mer4,I,79,2,68,m,,e,r,,,IV,,
L4905,rar,2rar4,IX,87,2,74,r,,a,r,,,IV,,
L4906,gwi,2gwi4,V,11,2,10,g,w,i,,,,IV,,
L4907,ti,1tiq4,III,70,1,67,t,,i,q,,,IV,,
L4908,by,1by1,I,28,1,27,b,,y,,,,I,,
L4909,nu,1nu1,III,1,1,1,n,,u,,,,I,,
L4910,ve,2ve1,II,34,2,30,v,,e,,,,I,,
L4911,bu,2bu4,I,3,2,3,b,,u,,,,IV,,
L4912,dzi,1dzi3,VI,10,1,10,dz,,i,,,,III,,Grade III dz-!
L4913,rir,2rir4,IX,84,2,72,r,,i,r,,,IV,,
L4914,lwe,1lweq3,IX,64,1,61,l,w,e,q,,,III,,
L4915,ly,1lyq3,IX,72,1,69,l,,y,q,,,III,,
L4916,ghwe,1ghwe1,VIII,34,1,33,gh,w,e,,,,I,,
L4917,tshu,1tshu1,VI,1,1,1,tsh,,u,,,,I,,
L4918,myr,1myr4,I,92,1,86,m,,y,r,,,IV,,
L4919,dzon,1dzon1,VI,56,1,54,dz,,o,,n,,I,,
L4920,kwa,1kwa1,V,17,1,17,k,w,a,,,,I,,
L4921,swin,1swin1,VI,15,1,15,s,w,i,,n,,I,,
L4922,dwu,2dwu'1,III,5,2,5,d,w,u,,,',I,,
L4923,on,2on4,VIII,58,2,49,Ø,,o,,n,,IV,,
L4924,la,2la'3,IX,21,2,18,l,,a,,,',III,,
L4925,nwew,1nwew1,III,44,1,43,n,w,e,,w,,I,,
L4926,ngon,2ngon2,V,57,2,48,ng,,o,,n,,II,,
L4927,er,2er4,VIII,79,2,68,Ø,,e,r,,,IV,,
L4928,pon,1pon1,I,56,1,54,p,,o,,n,,I,,
L4929,jy,1jy3,VII,30,1,29,j,,y,,,,III,,
L4930,gi,1gi4,V,11,1,11,g,,i,,,,IV,,
L4931,ji,0ji?,VII,?,0,?,j,,i,,,,?,,
L4932,rir,2rir4,IX,84,2,72,r,,i,r,,,IV,,
L4933,ky,4ky1,V,28,4,25,k,,y,,,,I,,
L4934,ngwyr,1ngwyr1,V,90,1,84,ng,w,y,r,,,I,,
L4935,gha,1gha1,VIII,17,1,17,gh,,a,,,,I,,
L4936,chan,1chan2,VII,26,1,25,ch,,a,,n,,II,,
L4937,shon,2shon2,VII,57,2,48,sh,,o,,n,,II,,
L4938,gha,1gha1,VIII,17,1,17,gh,,a,,,,I,,
L4939,ngwi,2ngwi1,V,8,2,7,ng,w,i,,,,I,,
L4940,y,2y4,VIII,31,2,28,Ø,,y,,,,IV,,
L4941,to,1toq4,III,75,1,72,t,,o,q,,,IV,,
L4942,sy,2sy'4,VI,33,2,29,s,,y,,,',IV,,
L4943,ghwa,1ghwa1,VIII,17,1,17,gh,w,a,,,,I,,
L4944,je,2je3,VII,36,2,32,j,,e,,,,III,,
L4945,vy,1vy1,II,28,1,27,v,,y,,,,I,,
L4946,len,2len3,IX,43,2,37,l,,e,,n,,III,,
L4947,shy,1shy3,VII,30,1,29,sh,,y,,,,III,,
L4948,li,2li3,IX,10,2,9,l,,i,,,,III,,
L4949,ly,1ly1,IX,28,1,27,l,,y,,,,I,,
L4950,rir,2rir4,IX,84,2,72,r,,i,r,,,IV,,
L4951,la,2la'3,IX,21,2,18,l,,a,,,',III,,
L4952,chhi,1chhi'3,VII,14,1,14,chh,,i,,,',III,,
L4953,si,2si4,VI,11,2,10,s,,i,,,,IV,,
L4954,ji,2ji3,IV,10,2,9,j,,i,,,,III,,Grade III n-!
L4955,ly,1ly'3,IX,33,1,32,l,,y,,,',III,,
L4956,zi,2ziq4,IX,70,2,60,z,,i,q,,,IV,,
L4957,vy,1vy1,II,28,1,27,v,,y,,,,I,,
L4958,ngon,2ngon2,V,57,2,48,ng,,o,,n,,II,,
L4959,chi,2chi3,VII,10,2,9,ch,,i,,,,III,,
L4960,phu,1phu1,I,1,1,1,ph,,u,,,,I,,
L4961,?,0???,IX,?,0,?,?,,?,,,,?,,
L4962,vi,2vi1,II,8,2,7,v,,i,,,,I,,
L4963,ku,1kuq4,V,62,1,59,k,,u,q,,,IV,,
L4964,bo,1bo'2,I,55,1,53,b,,o,,,',II,,
L4965,bu,2bu4,I,3,2,3,b,,u,,,,IV,,
L4966,vi,1viq1,II,68,1,65,v,,i,q,,,I,,
L4967,ran,2ran1,IX,25,2,22,r,,a,,n,,I,,r- outside r-cycle!
L4968,ky,2ky2,V,29,2,26,k,,y,,,,II,,
L4969,jwa,1jwa3,VII,19,1,19,j,w,a,,,,III,,
L4970,jwa,1jwa3,VII,19,1,19,j,w,a,,,,III,,
L4971,shwi,1shwi3,VII,10,1,10,sh,w,i,,,,III,,
L4972,chi,1chi2,VII,9,1,9,ch,,i,,,,II,,
L4973,dzu,1dzu3,VI,2,1,2,dz,,u,,,,III,,Grade III dz-!
L4974,na,2na'1,III,22,2,19,n,,a,,,',I,,
L4975,na,2na'1,III,22,2,19,n,,a,,,',I,,
L4976,wer,2wer1,VIII,77,2,66,Ø,w,e,r,,,I,,
L4977,dzu,1dzu3,VI,2,1,2,dz,,u,,,,III,,Grade III dz-!
L4978,te,1te4,III,37,1,36,t,,e,,,,IV,,
L4979,bon,1bon1,I,56,1,54,b,,o,,n,,I,,
L4980,chhew,1chhew'3,VII,49,1,47,chh,,e,,w,',III,,
L4981,chhon,1chhon'2,VII,59,1,57,chh,,o,,n,',II,,
L4982,ver,2ver1,II,77,2,66,v,,e,r,,,I,,
L4983,zha,2zha3,IX,19,2,16,zh,,a,,,,III,,
L4984,tshew,2tshew1,VI,44,2,38,tsh,,e,,w,,I,,
L4985,tha,2tha1,III,17,2,14,th,,a,,,,I,,
L4986,ngon,2ngon2,V,57,2,48,ng,,o,,n,,II,,
L4987,von,1von2,II,57,1,55,v,,o,,n,,II,,
L4988,chhwy,1chhwy'3,VII,33,1,32,chh,w,y,,,',III,,
L4989,vi,1viq3,II,70,1,67,v,,i,q,,,III,,
L4990,tshew,2tshew1,VI,44,2,38,tsh,,e,,w,,I,,
L4991,li,2li'3,IX,14,2,12,l,,i,,,',III,,
L4992,nwo,2nwo4,III,53,2,44,n,w,o,,,,IV,,
L4993,sy,2sy4,VI,31,2,28,s,,y,,,,IV,,
L4994,chon,2chon2,VII,57,2,48,ch,,o,,n,,II,,
L4995,shon,1shon3,VII,58,1,56,sh,,o,,n,,III,,
L4996,tshu,1tshu4,VI,3,1,3,tsh,,u,,,,IV,,
L4997,dzwy,1dzwy1,VI,28,1,27,dz,w,y,,,,I,,
L4998,korn,1korn1,V,97,1,91,k,,o,r,n,,I,,
L4999,ge,1geq4,V,64,1,61,g,,e,q,,,IV,,
L5000,gi,1gi4,V,11,1,11,g,,i,,,,IV,,
L5001,la,2la'3,IX,21,2,18,l,,a,,,',III,,
L5002,rir,2rir4,IX,84,2,72,r,,i,r,,,IV,,
L5003,hwa,2hwa2,VIII,18,2,15,h,w,a,,,,II,,
L5004,gur,1gur4,V,81,1,76,g,,u,r,,,IV,,
L5005,thu,1thu4,III,3,1,3,th,,u,,,,IV,,
L5006,lo,2lo1,IX,51,2,42,l,,o,,,,I,,
L5007,gur,2gur4,V,81,2,70,g,,u,r,,,IV,,
L5008,tswu,1tswu4,VI,3,1,3,ts,w,u,,,,IV,,
L5009,lho,1lho'1,IX,54,1,52,lh,,o,,,',I,,
L5010,tshon,2tshon1,VI,56,2,47,tsh,,o,,n,,I,,
L5011,khon,2khon2,V,57,2,48,kh,,o,,n,,II,,
L5012,chu,1chu3,VII,2,1,2,ch,,u,,,,III,,
L5013,chhwa,1chhwa2,VII,18,1,18,chh,w,a,,,,II,,
L5014,wya,1wya4,VIII,105,1,97,Ø,w,ya,,,,IV,,
L5015,kwi,1kwi4,V,11,1,11,k,w,i,,,,IV,,
L5016,na,2na'1,III,22,2,19,n,,a,,,',I,,
L5017,len,2len4,IX,43,2,37,l,,e,,n,,IV,,
L5018,na,2na'1,III,22,2,19,n,,a,,,',I,,
L5019,khwu,2khwuq1,V,61,2,51,kh,w,u,q,,,I,,
L5020,kew,2kew2,V,45,2,39,k,,e,,w,,II,,
L5021,kew,2kew2,V,45,2,39,k,,e,,w,,II,,
L5022,ly,1ly3,IX,30,1,29,l,,y,,,,III,,
L5023,chhwew,2chhwew3,VII,46,2,40,chh,w,e,,w,,III,,
L5024,le,1le4,IX,37,1,36,l,,e,,,,IV,,Grade IV l-!
L5025,ma,2ma4,I,20,2,17,m,,a,,,,IV,,
L5026,mi,1mi4,I,11,1,11,m,,i,,,,IV,,
L5027,?,0???,?,?,0,?,?,,?,,,,?,,
L5028,mi,2miq1,I,68,2,58,m,,i,q,,,I,,
L5029,kwon,2kwon1,V,56,2,47,k,w,o,,n,,I,,
L5030,ghwe,1ghwe2,VIII,35,1,34,gh,w,e,,,,II,,
L5031,by,1by1,I,28,1,27,b,,y,,,,I,,
L5032,?,0???,VII,?,0,?,?,,?,,,,?,,
L5033,gwi,1gwi'4,V,14,1,14,g,w,i,,,',IV,,
L5034,tshon,1tshon1,VI,56,1,54,tsh,,o,,n,,I,,
L5035,by,1by1,I,28,1,27,b,,y,,,,I,,
L5036,zi,1zi1,IX,8,1,8,z,,i,,,,I,,
L5037,byr,1byr4,I,92,1,86,b,,y,r,,,IV,,
L5038,vyr,2vyr1,II,90,2,76,v,,y,r,,,I,,
L5039,ngwe,2ngwe1,V,34,2,30,ng,w,e,,,,I,,
L5040,ka,2ka'2,V,23,2,20,k,,a,,,',II,,
L5041,tshwa,1tshwa4,VI,20,1,20,tsh,w,a,,,,IV,,
L5042,by,1by1,I,28,1,27,b,,y,,,,I,,
L5043,dzwy,2dzwy4,VI,31,2,28,dz,w,y,,,,IV,,
L5044,la,1la1,IX,17,1,17,l,,a,,,,I,,
L5045,kwin,1kwin4,V,16,1,16,k,w,i,,n,,IV,,
L5046,nu,1nu1,III,1,1,1,n,,u,,,,I,,
L5047,nwy,4nwy1,III,28,4,?,n,w,y,,,,I,,
L5048,on,2on2,VIII,57,2,48,Ø,,o,,n,,II,,
L5049,va,1va3,II,19,1,19,v,,a,,,,III,,
L5050,rir,2rir4,IX,84,2,72,r,,i,r,,,IV,,
L5051,na,1naq4,III,67,1,64,n,,a,q,,,IV,,
L5052,de,1deq4,III,64,1,61,d,,e,q,,,IV,,
L5053,tsyr,1tsyr'4,VI,100,1,92,ts,,y,r,,',IV,,
L5054,chu,1chu3,VII,2,1,2,ch,,u,,,,III,,
L5055,chin,1chin3,VII,16,1,16,ch,,i,,n,,III,,
L5056,khe,1khe4,V,37,1,36,kh,,e,,,,IV,,
L5057,ghe,1ghe2,VIII,35,1,34,gh,,e,,,,II,,
L5058,ghe,1ghe2,VIII,35,1,34,gh,,e,,,,II,,
L5059,lwan,1lwan1,IX,25,1,24,l,w,a,,n,,I,,
L5060,ghe,1ghe2,VIII,35,1,34,gh,,e,,,,II,,
L5061,ghe,1ghe2,VIII,35,1,34,gh,,e,,,,II,,
L5062,ghu,2ghu4,VIII,3,2,3,gh,,u,,,,IV,,
L5063,tsi,1tsi1,VI,8,1,8,ts,,i,,,,I,,
L5064,za,2za1,IX,17,2,14,z,,a,,,,I,,
L5065,li,1liq3,IX,70,1,67,l,,i,q,,,III,,
L5066,phon,2phon1,I,56,2,47,ph,,o,,n,,I,,
L5067,vo,1vo3,II,53,1,51,v,,o,,,,III,,
L5068,chi,1chi3,VII,10,1,10,ch,,i,,,,III,,
L5069,a,0a?,VIII,?,0,?,Ø,,a,,,,?,,
L5070,zy,1zyq4,IX,72,1,69,z,,y,q,,,IV,,
L5071,vi,1vi3,II,10,1,10,v,,i,,,,III,,
L5072,ghyr,1ghyr4,VIII,92,1,86,gh,,y,r,,,IV,,
L5073,ghwyr,1ghwyr1,VIII,90,1,84,gh,w,y,r,,,I,,
L5074,te,1teq4,III,64,1,61,t,,e,q,,,IV,,
L5075,i,1i4,VIII,11,1,11,Ø,,i,,,,IV,,
L5076,jyr,1jyr'3,VII,100,1,92,j,,y,r,,',III,,
L5077,my,1my4,I,31,1,30,m,,y,,,,IV,,
L5078,my,1my'4,I,33,1,32,m,,y,,,',IV,,
L5079,ghwy,2ghwy1,VIII,28,2,25,gh,w,y,,,,I,,
L5080,lwi,1lwiq3,IX,70,1,67,l,w,i,q,,,III,,
L5081,vi,1vi1,II,8,1,8,v,,i,,,,I,,
L5082,vi,1vi1,II,8,1,8,v,,i,,,,I,,
L5083,gu,1gu'1,V,5,1,5,g,,u,,,',I,,
L5084,tswi,1tswi4,VI,11,1,11,ts,w,i,,,,IV,,
L5085,bu,1bu1,I,1,1,1,b,,u,,,,I,,
L5086,go,1go'4,V,55,1,53,g,,o,,,',IV,,
L5087,on,1on4,VIII,58,1,56,Ø,,o,,n,,IV,,
L5088,chhwi,1chhwi3,VII,10,1,10,chh,w,i,,,,III,,
L5089,vy,2vyq3,II,72,2,61,v,,y,q,,,III,,
L5090,tshi,2tshi1,VI,8,2,7,tsh,,i,,,,I,,
L5091,ga,2ga4,V,20,2,17,g,,a,,,,IV,,
L5092,tew,2tew'1,III,48,2,41,t,,e,,w,',I,,
L5093,chhew,1chhew3,VII,46,1,45,chh,,e,,w,,III,,
L5094,ji,1jiq3,VII,70,1,67,j,,i,q,,,III,,
L5095,nir,1nir1,III,82,1,77,n,,i,r,,,I,,
L5096,phi,1phi1,I,8,1,8,ph,,i,,,,I,,
L5097,dzwe,1dzwe1,VI,34,1,33,dz,w,e,,,,I,,
L5098,ngon,2ngon2,V,57,2,48,ng,,o,,n,,II,,
L5099,shwya,1shwya3,VII,105,1,97,sh,w,ya,,,,III,,
L5100,tshwi,1tshwi1,VI,8,1,8,tsh,w,i,,,,I,,
L5101,khi,2khi4,V,11,2,10,kh,,i,,,,IV,,
L5102,gur,1gur4,V,81,1,76,g,,u,r,,,IV,,
L5103,ge,2geq4,V,64,2,54,g,,e,q,,,IV,,
L5104,li,2liq3,IX,70,2,60,l,,i,q,,,III,,
L5105,tsy,1tsyq1,VI,71,1,68,ts,,y,q,,,I,,
L5106,le,1le'1,IX,38,1,37,l,,e,,,',I,,
L5107,kwy,1kwyq4,V,72,1,69,k,w,y,q,,,IV,,
L5108,so,2so4,VI,53,2,44,s,,o,,,,IV,,
L5109,ven,2ven2,II,42,2,36,v,,e,,n,,II,,
L5110,khan,2khan4,V,27,2,24,kh,,a,,n,,IV,,
L5111,swu,1swu1,VI,1,1,1,s,w,u,,,,I,,
L5112,zwe,2zweq4,IX,64,2,54,z,w,e,q,,,IV,,
L5113,vi,1vi3,II,10,1,10,v,,i,,,,III,,
L5114,kew,2kew2,V,45,2,39,k,,e,,w,,II,,
L5115,dir,1dir4,III,84,1,79,d,,i,r,,,IV,,
L5116,kwy,1kwy1,V,28,1,27,k,w,y,,,,I,,
L5117,gewr,2gewr4,V,94,2,79,g,,e,r,w,,IV,,
L5118,ma,1ma4,I,20,1,20,m,,a,,,,IV,,
L5119,pyr,1pyr4,I,92,1,86,p,,y,r,,,IV,,
L5120,swew,1swew1,VI,44,1,43,s,w,e,,w,,I,,
L5121,dzu,1dzu3,VI,2,1,2,dz,,u,,,,III,,Grade III dz-!
L5122,chhwo,1chhwo3,VII,50,1,48,chh,w,o,,,,III,,
L5123,bi,2bi1,I,8,2,7,b,,i,,,,I,,
L5124,rar,2rar1,IX,85,2,73,r,,a,r,,,I,,
L5125,shi,2shi'3,VII,14,2,12,sh,,i,,,',III,,
L5126,lu,1lu'3,IX,7,1,7,l,,u,,,',III,,
L5127,twu,2twuq1,III,61,2,51,t,w,u,q,,,I,,
L5128,twu,1twuq1,III,61,1,58,t,w,u,q,,,I,,
L5129,chwo,1chwo3,VII,50,1,48,ch,w,o,,,,III,,
L5130,rur,1rur4,IX,81,1,76,r,,u,r,,,IV,,
L5131,gwi,1gwi'4,V,14,1,14,g,w,i,,,',IV,,
L5132,pu,1pu'1,I,5,1,5,p,,u,,,',I,,
L5133,rer,2rer4,IX,79,2,68,r,,e,r,,,IV,,
L5134,vi,1vi1,II,8,1,8,v,,i,,,,I,,
L5135,new,1new1,III,44,1,43,n,,e,,w,,I,,
L5136,y,2y4,VIII,31,2,28,Ø,,y,,,,IV,,
L5137,la,2la1,IX,17,2,14,l,,a,,,,I,,
L5138,gu,1gu'1,V,5,1,5,g,,u,,,',I,,
L5139,va,2vaq1,II,66,2,56,v,,a,q,,,I,,
L5140,ne,1ne'4,III,40,1,39,n,,e,,,',IV,,
L5141,vi,2vi1,II,8,2,7,v,,i,,,,I,,
L5142,kha,2kha2,V,18,2,15,kh,,a,,,,II,,
L5143,ke,1ke2,V,35,1,34,k,,e,,,,II,,
L5144,shon,1shon'2,VII,59,1,57,sh,,o,,n,',II,,
L5145,ben,1ben1,I,41,1,40,b,,e,,n,,I,,
L5146,bu,2bu4,I,3,2,3,b,,u,,,,IV,,
L5147,ne,2ne4,III,37,2,33,n,,e,,,,IV,,
L5148,jar,2jar3,VII,87,2,74,j,,a,r,,,III,,
L5149,du,1du'1,III,5,1,5,d,,u,,,',I,,
L5150,thu,1thu'1,III,5,1,5,th,,u,,,',I,,
L5151,hwen,1hwen2,VIII,42,1,41,h,w,e,,n,,II,,
L5152,phi,1phi1,I,8,1,8,ph,,i,,,,I,L5096,
L5153,khwy,1khwy2,V,29,1,28,kh,w,y,,,,II,,
L5154,khwy,2khwy4,V,31,2,28,kh,w,y,,,,IV,,
L5155,ka,1kaq1,V,66,1,63,k,,a,q,,,I,,
L5156,va,1va1,II,17,1,17,v,,a,,,,I,,
L5157,ki,1ki4,V,11,1,11,k,,i,,,,IV,,
L5158,so,1soq4,VI,75,1,72,s,,o,q,,,IV,,
L5159,kwe,1kwe4,V,37,1,36,k,w,e,,,,IV,,
L5160,ky,2ky1,V,28,2,25,k,,y,,,,I,,
L5161,khy,1khy1,V,28,1,27,kh,,y,,,,I,,
L5162,my,1my4,I,31,1,30,m,,y,,,,IV,,
L5163,jon,1jon3,VII,58,1,56,j,,o,,n,,III,,
L5164,dzon,1dzon1,VI,56,1,54,dz,,o,,n,,I,,
L5165,twu,1twuq1,III,61,1,58,t,w,u,q,,,I,,
L5166,tu,1tu4,III,3,1,3,t,,u,,,,IV,,
L5167,lha,1lha4,IX,20,1,20,lh,,a,,,,IV,,
L5168,y,2y4,VIII,31,2,28,Ø,,y,,,,IV,,
L5169,nwy,1nwyq4,III,72,1,69,n,w,y,q,,,IV,,
L5170,va,1vaq1,II,66,1,63,v,,a,q,,,I,,
L5171,sy,1sy1,VI,28,1,27,s,,y,,,,I,,
L5172,khu,2khu'1,V,5,2,5,kh,,u,,,',I,,
L5173,jy,0jyq3,VII,72,0,?,j,,y,q,,,III,,
L5174,le,2le1,IX,34,2,30,l,,e,,,,I,L5834,
L5175,khan,2khan4,V,27,2,24,kh,,a,,n,,IV,,
L5176,jon,2jon'3,VII,60,2,50,j,,o,,n,',III,,
L5177,kwen,2kwenq4,V,65,2,55,k,w,e,q,n,,IV,,
L5178,shwy,1shwy'3,VII,33,1,32,sh,w,y,,,',III,,
L5179,di,1di'4,III,14,1,14,d,,i,,,',IV,,
L5180,lhi,2lhiq4,IX,70,2,60,lh,,i,q,,,IV,,
L5181,tsar,1tsar1,VI,85,1,80,ts,,a,r,,,I,,
L5182,tyr,1tyr4,III,92,1,86,t,,y,r,,,IV,,
L5183,ten,1tenq4,III,65,1,62,t,,e,q,n,,IV,,
L5184,chew,2chew3,VII,46,2,40,ch,,e,,w,,III,,
L5185,ja,1ja'3,VII,21,1,21,j,,a,,,',III,,
L5186,tshy,2tshy4,VI,31,2,28,tsh,,y,,,,IV,,
L5187,gwe,1gwe4,V,37,1,36,g,w,e,,,,IV,,
L5188,ka,1ka2,V,18,1,18,k,,a,,,,II,,
L5189,bo,2boq1,I,73,2,62,b,,o,q,,,I,,
L5190,bo,2boq1,I,73,2,62,b,,o,q,,,I,,
L5191,zar,2zar1,IX,85,2,73,z,,a,r,,,I,,
L5192,nwy,2nwyq4,III,72,2,61,n,w,y,q,,,IV,,
L5193,my,2my4,I,31,2,28,m,,y,,,,IV,,
L5194,ngewr,2ngewr1,V,93,2,78,ng,,e,r,w,,I,,
L5195,khe,1khe4,V,37,1,36,kh,,e,,,,IV,,
L5196,len,2len3,IX,43,2,37,l,,e,,n,,III,,
L5197,khwu,2khwuq1,V,61,2,51,kh,w,u,q,,,I,L5841,
L5198,lhe,2lhe1,IX,34,2,30,lh,,e,,,,I,,
L5199,ti,1tiq4,III,70,1,67,t,,i,q,,,IV,,
L5200,nwy,1nwy4,III,31,1,30,n,w,y,,,,IV,,
L5201,dzu,2dzu1,VI,1,2,1,dz,,u,,,,I,,
L5202,ne,2neq2,III,63,2,53,n,,e,q,,,II,,
L5203,vi,1viq3,II,70,1,67,v,,i,q,,,III,,
L5204,ta,2taq1,III,66,2,56,t,,a,q,,,I,,
L5205,gha,1ghaq1,VIII,66,1,63,gh,,a,q,,,I,,
L5206,lho,2lhoq4,IX,75,2,64,lh,,o,q,,,IV,,
L5207,ne,2ne4,III,37,2,33,n,,e,,,,IV,,
L5208,gi,1gi'2,V,13,1,13,g,,i,,,',II,,
L5209,i,2iq4,VIII,70,2,60,Ø,,i,q,,,IV,,
L5210,mo,2mo1,I,51,2,42,m,,o,,,,I,,
L5211,ryr,2ryr4,IX,92,2,77,r,,y,r,,,IV,,
L5212,pi,1piq4,I,70,1,67,p,,i,q,,,IV,,
L5213,lho,2lhoq4,IX,75,2,64,lh,,o,q,,,IV,,
L5214,gy,1gy'4,V,33,1,32,g,,y,,,',IV,,
L5215,vy,1vyq3,II,72,1,69,v,,y,q,,,III,,
L5216,lu,2lu4,IX,3,2,3,l,,u,,,,IV,,Grade IV l-!
L5217,ku,1ku'1,V,5,1,5,k,,u,,,',I,,
L5218,chhwo,1chhwo3,VII,50,1,48,chh,w,o,,,,III,,
L5219,?,0???,IX,?,0,?,?,,?,,,,?,,
L5220,do,1do'4,III,55,1,53,d,,o,,,',IV,,
L5221,lyr,1lyr'3,IX,100,1,92,l,,y,r,,',III,,
L5222,hi,1hi4,VIII,11,1,11,h,,i,,,,IV,,
L5223,chyr,2chyr'3,VII,100,2,85,ch,,y,r,,',III,,
L5224,lu,1luq1,IX,61,1,58,l,,u,q,,,I,,
L5225,shew,2shew2,VII,45,2,39,sh,,e,,w,,II,,
L5226,lhwa,0lhwa1,IX,17,0,?,lh,w,a,,,,I,,
L5227,ben,1ben4,I,43,1,42,b,,e,,n,,IV,,
L5228,lin,0lin1,IX,15,0,?,l,,i,,n,,I,,
